query_id,corpus_id,score
q1a731ee6,d1a731ff4,0.9404461979866028
q1a731ee6,d1a731540,0.21118934452533722
q1a731ee6,d1a73e024,0.18246956169605255
q1a731ee6,d1a73fa6e,0.16122806072235107
q1a731ee6,d1a735816,0.12860196828842163
q1a731ee6,d1a737d96,0.11950082331895828
q1a731ee6,d1a737b0c,0.08422890305519104
q1a731ee6,d1a733a98,0.07635961472988129
q1a731ee6,d1a734aec,0.06351152807474136
q1a729624,d1a7296ba,0.9336792826652527
q1a729624,d1b310168,0.8055254817008972
q1a729624,d1b391948,0.7969415187835693
q1a729624,d1b3c0586,0.7602419257164001
q1a729624,d1b32fd60,0.737328827381134
q1a729624,d1b2f066a,0.6607204079627991
q1a729624,d1b35b33e,0.6410185098648071
q1a729624,d1b307b12,0.6208291053771973
q1a729624,d1b31cf44,0.4575492739677429
q1a729624,d1b33989c,0.43583008646965027
q1a732468,d1a7324d6,0.6570330262184143
q1a732468,d1a7384c6,0.5883458256721497
q1a732468,d1a734402,0.47270843386650085
q1a732468,d1a73f2c6,0.43554195761680603
q1a732468,d1a736f40,0.3827647566795349
q1a732468,d1a738034,0.34594497084617615
q1a732468,d1a73b248,0.2779533863067627
q1a732468,d1a735816,0.19631759822368622
q1a732468,d1a73c530,0.08541147410869598
q1a73f24e,d1a73f2c6,0.792544960975647
q1a73f24e,d1a730c3a,0.750498354434967
q1a73f24e,d1a734402,0.6282483339309692
q1a73f24e,d1a738764,0.5906145572662354
q1a73f24e,d1a73bfc2,0.4110877811908722
q1a73f24e,d1a738034,0.3494666814804077
q1a73f24e,d1a732ce2,0.34455421566963196
q1a73f24e,d1a736f40,0.2492009401321411
q1a73f24e,d1a735816,0.2252550572156906
q1a73f24e,d1a73b248,0.13793866336345673
q1a714760,d1a71479c,0.7147281169891357
q1a714760,d1a7161fa,0.24415160715579987
q1a714760,d1a71f084,0.20187653601169586
q1a714760,d1a717032,0.1927371323108673
q1a714760,d1a716c9a,0.19078467786312103
q1a714760,d1a71f2f0,0.17536886036396027
q1a714760,d1a712532,0.15691739320755005
q1a714760,d1a717e60,0.1523979902267456
q1a714760,d1a719738,0.10242156684398651
q1a72d620,d1a72d756,0.6714064478874207
q1a72d620,d1a721654,0.3931991457939148
q1a72d620,d1a721fa0,0.22710098326206207
q1a72d620,d1a727b8a,0.17977555096149445
q1a72d620,d1a723a30,0.16226083040237427
q1a72d620,d1a72e1ec,0.14260190725326538
q1a72d620,d1a72bce4,0.1330658495426178
q1a72d620,d1a72f8c6,0.10586527734994888
q1a72d620,d1a722c66,0.10183054208755493
q1a72d620,d1a726af0,0.08103135973215103
q1a7212bc,d1a72135c,0.8817882537841797
q1a7212bc,d1a7227c0,0.7811474204063416
q1a7212bc,d1a7253e4,0.6415576934814453
q1a7212bc,d1a72f362,0.5760895013809204
q1a7212bc,d1a72cf18,0.5022710561752319
q1a7212bc,d1a72991c,0.19891902804374695
q1a7212bc,d1a72e818,0.13232408463954926
q1a7212bc,d1a72bce4,0.11742046475410461
q1a7212bc,d1a72fbe6,0.07845170050859451
q1a7212bc,d1a722202,0.06506230682134628
q1a73ceea,d1a737b0c,0.6018983721733093
q1a73ceea,d1a73cf94,0.5614318251609802
q1a73ceea,d1a7384c6,0.475922554731369
q1a73ceea,d1a7322b0,0.3441573679447174
q1a73ceea,d1a73e024,0.27610504627227783
q1a73ceea,d1a736f40,0.11857912689447403
q1a73ceea,d1a735816,0.1061985045671463
q1a73ceea,d1a73e9d4,0.09067928791046143
q1a736734,d1a7367c0,0.8898453712463379
q1a736734,d1a73cf94,0.3902672231197357
q1a736734,d1a7322b0,0.35999444127082825
q1a736734,d1a736f40,0.3413853943347931
q1a736734,d1a73dc6e,0.2728307247161865
q1a736734,d1a735816,0.2108479142189026
q1a736734,d1a731c70,0.1916455179452896
q1a736734,d1a73c530,0.18559302389621735
q1a736734,d1a7310a4,0.1633789986371994
q1a736734,d1a73e024,0.11962417513132095
q1a71ef26,d1a7169c0,0.683441162109375
q1a71ef26,d1a71f084,0.6055430769920349
q1a71ef26,d1a71b628,0.3346334397792816
q1a71ef26,d1a715e30,0.10986822843551636
q1a71ef26,d1a712532,0.09381922334432602
q1a71ef26,d1a711c7c,0.07685699313879013
q1a71ef26,d1a719184,0.06716035306453705
